budget,popularity,revenue,runtime,title,vote_average,vote_count,,,,,,,,,,
35000000,45.149948,69823199,123,21,6.5,1375,,,,,,,,,,
35000000,12.495436,29400000,123,The Pledge,6.5,215,,,,,,,,,,
160000000,63.148529,433677183,123,Warcraft,6.3,2268,,,,,,,,,,
30000000,37.181019,64352607,123,The Imaginarium of Doctor Parnassus,6.3,869,,,,,,,,,,
75000000,24.353302,67631903,123,Bandits,6.2,302,,,,,,,,,,
32000000,15.039407,152036382,123,Phenomenon,6.2,323,,,,,,,,,,
3800000,3.490215,14873,123,Major Dundee,6.2,38,,,,,,,,,,
57000000,22.894898,52034889,123,Elizabethtown,6.1,327,,,,,,,,,,
40000000,25.580272,96618699,123,8MM,6.1,474,,,,,,,,,,
20000000,3.476925,13391174,123,One Night with the King,6.1,12,,,,,,,,,,
75000000,23.515938,59418613,123,Rock of Ages,6,385,,,,,,,,,,
175000000,90.23792,745000000,123,Suicide Squad,5.9,7458,,,,,,,,,,
125000000,54.931334,546388105,123,Mission: Impossible II,5.9,1928,,,,,,,,,,
120000000,62.641286,415484914,123,Jason Bourne,5.9,2341,,,,,,,,,,
55000000,15.064058,214015089,123,Disclosure,5.9,210,,,,,,,,,,
7700000,7.554799,1072602,123,Coriolanus,5.9,131,,,,,,,,,,
57000000,21.021809,147845033,123,The Mexican,5.8,441,,,,,,,,,,
82000000,18.447479,96085477,123,The 6th Day,5.7,595,,,,,,,,,,
65000000,49.660055,128905366,123,Blade: Trinity,5.7,1252,,,,,,,,,,
2883848,39.30982,25000000,122,Some Like It Hot,8,808,,,,,,,,,,
15000000,80.878605,356296601,122,American Beauty,7.9,3313,,,,,,,,,,
10000000,73.720244,173921954,122,Am鑼卨ie,7.8,3310,,,,,,,,,,
25000000,53.645267,171600000,122,No Country for Old Men,7.7,3003,,,,,,,,,,
8000000,47.584643,441306145,122,The Exorcist,7.5,2005,,,,,,,,,,
60000000,21.547446,47383689,122,Almost Famous,7.4,797,,,,,,,,,,
18000000,16.102271,26828365,122,Glory,7.4,383,,,,,,,,,,
45000000,52.081131,104876233,122,Training Day,7.3,1634,,,,,,,,,,
22000000,27.898438,88880821,122,The Hundred-Foot Journey,7.3,508,,,,,,,,,,
11000000,15.864928,39363635,122,Dead Man Walking,7.3,337,,,,,,,,,,
42000000,34.828241,24127895,122,Lord of War,7,1335,,,,,,,,,,
40000000,24.313684,55707411,122,Pay It Forward,7,432,,,,,,,,,,
17000000,19.311572,9500000,122,Running Scared,7,331,,,,,,,,,,
5300000,13.034602,3897799,122,The Spanish Apartment,7,266,,,,,,,,,,
500000,6.093989,33456317,122,Fireproof,7,100,,,,,,,,,,
55000000,48.801089,70016220,122,3:10 to Yuma,6.9,1188,,,,,,,,,,
21000000,63.599973,205738714,122,Silver Linings Playbook,6.9,4742,,,,,,,,,,
12000000,6.035152,96070507,122,Think Like a Man,6.9,281,,,,,,,,,,
30000000,53.670525,34441873,122,Steve Jobs,6.8,1573,,,,,,,,,,
25000000,31.792964,289317794,122,Shakespeare in Love,6.8,796,,,,,,,,,,
12000000,3.604863,20138836,122,The Namesake,6.8,50,,,,,,,,,,
6000000,16.20985,119114517,122,Fahrenheit 9/11,6.8,397,,,,,,,,,,
55000000,32.657488,41610884,122,Ronin,6.7,658,,,,,,,,,,
185000000,65.352913,343471816,122,Star Trek Beyond,6.6,2568,,,,,,,,,,
35000000,26.134678,74558115,122,From Hell,6.6,741,,,,,,,,,,
100000000,50.767332,93820758,122,In the Heart of the Sea,6.5,1276,,,,,,,,,,
85000000,42.069993,311312624,122,Ocean's Thirteen,6.5,1999,,,,,,,,,,
66000000,47.479755,99318987,122,Hellboy,6.5,2225,,,,,,,,,,
16000000,20.59148,3442853,122,The Homesman,6.4,258,,,,,,,,,,
53000000,46.049902,98837872,122,Black Mass,6.3,1242,,,,,,,,,,
19000000,32.602868,144216468,122,The Exorcism of Emily Rose,6.3,659,,,,,,,,,,
10000000,17.592299,85978266,122,The Second Best Exotic Marigold Hotel,6.3,272,,,,,,,,,,
25000000,9.169271,15478800,122,The Conspirator,6.2,137,,,,,,,,,,
25000000,17.339852,10589102,122,The Bad Lieutenant: Port of Call - New Orleans,6,326,,,,,,,,,,
37000000,127.084938,392616625,122,Twilight,5.8,3561,,,,,,,,,,
16800000,4.358255,2281089,122,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,,,,,,,,,,
185000000,75.674458,786636033,122,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,,,,,,,,,,
10000000,11.267676,3727746,122,By the Sea,5.4,156,,,,,,,,,,
11000000,126.393695,775398007,121,Star Wars,8.1,6624,,,,,,,,,,
170000000,481.098624,773328629,121,Guardians of the Galaxy,7.9,9742,,,,,,,,,,
3800000,17.234745,23689877,121,Network,7.7,381,,,,,,,,,,
17500000,28.60542,38000000,121,Hotel Rwanda,7.5,793,,,,,,,,,,
40000000,37.084384,149295601,121,Lone Survivor,7.4,1526,,,,,,,,,,
22000000,9.088209,12000000,121,Sorcerer,7.4,98,,,,,,,,,,
12000000,38.623178,80573774,121,Hot Fuzz,7.4,2199,,,,,,,,,,
6000000,26.286954,48027970,121,The Last King of Scotland,7.4,558,,,,,,,,,,
4800000,11.086001,79384880,121,"Good bye, Lenin!",7.4,586,,,,,,,,,,
12899867,19.747809,85582407,121,Volver,7.3,406,,,,,,,,,,
30000000,55.424027,84025816,121,Sicario,7.2,2416,,,,,,,,,,
35000000,53.114573,194564672,121,The Intern,7.1,1881,,,,,,,,,,
13000000,18.362333,123922370,121,"Good Morning, Vietnam",7.1,642,,,,,,,,,,
7000000,17.681707,116700000,121,The Piano,7.1,281,,,,,,,,,,
15000000,12.163832,12036149,121,The Three Burials of Melquiades Estrada,7,177,,,,,,,,,,
25000000,20.561682,74188937,121,August: Osage County,6.9,483,,,,,,,,,,
12000000,18.422008,22921898,121,Rounders,6.9,439,,,,,,,,,,
3716946,2.676535,5000000,121,The Ballad of Cable Hogue,6.9,47,,,,,,,,,,
139000000,82.502566,821708551,121,Spider-Man,6.8,5265,,,,,,,,,,
26000000,21.988861,65705772,121,Ever After: A Cinderella Story,6.8,399,,,,,,,,,,
25000000,28.727731,152500343,121,Chocolat,6.8,951,,,,,,,,,,
20000000,14.370111,18432000,121,Ladyhawke,6.8,260,,,,,,,,,,
75000000,38.832842,200276000,121,Valkyrie,6.7,1173,,,,,,,,,,
55000000,60.246978,203427584,121,Everest,6.7,1772,,,,,,,,,,
18000000,4.504377,24911670,121,Catch-22,6.7,72,,,,,,,,,,
2000000,3.832858,7900000,121,Family Plot,6.7,86,,,,,,,,,,
66000000,18.59991,189198313,121,The X Files,6.6,488,,,,,,,,,,
22000000,81.829237,95708457,121,Underworld,6.6,2512,,,,,,,,,,
15000000,26.708193,31554855,121,A Most Wanted Man,6.5,541,,,,,,,,,,
9000000,12.172131,21571189,121,Black or White,6.5,115,,,,,,,,,,
70000000,27.055085,85632458,121,Tears of the Sun,6.4,573,,,,,,,,,,
50000000,13.576765,50068310,121,Absolute Power,6.4,223,,,,,,,,,,
25000000,17.603823,19844979,121,Blindness,6.4,387,,,,,,,,,,
7000000,30.465138,161777836,121,Live and Let Die,6.4,533,,,,,,,,,,
85000000,16.479851,219103655,121,It's Complicated,6.2,360,,,,,,,,,,
3500000,2.938973,12000000,121,Harper,6.2,35,,,,,,,,,,
20000000,2.986286,60072596,121,Why Did I Get Married Too?,6.1,29,,,,,,,,,,
50000000,6.567065,82169884,121,Hannibal Rising,6,654,,,,,,,,,,
110000000,86.105615,179246868,121,Allegiant,5.9,1998,,,,,,,,,,
50000000,32.693093,155446362,121,Knowing,5.9,1486,,,,,,,,,,
68000000,12.948627,29762011,121,Mystery Men,5.7,250,,,,,,,,,,
50000000,15.213484,49111202,121,The Black Dahlia,5.7,287,,,,,,,,,,
5000000,6.96858,23507567,121,God's Not Dead 2,5.7,72,,,,,,,,,,
100000000,20.652943,211989043,121,End of Days,5.5,482,,,,,,,,,,
5000000,3.943706,4842699,121,90 Minutes in Heaven,5.4,40,,,,,,,,,,
100000000,48.205606,336529144,121,Batman Forever,5.2,1498,,,,,,,,,,
135000000,17.88953,76932943,121,Stealth,4.9,331,,,,,,,,,,
120000000,11.137655,48668907,121,How Do You Know,4.9,223,,,,,,,,,,
160000000,23.336875,164508066,121,Speed 2: Cruise Control,4.1,434,,,,,,,,,,
54000000,9.053456,7266209,121,Gigli,3.5,104,,,,,,,,,,
3000000,56.76349,14980005,120,Oldboy,8,1945,,,,,,,,,,
15000000,59.258969,377910544,120,Slumdog Millionaire,7.6,2827,,,,,,,,,,
6500000,15.580335,37295445,120,Do the Right Thing,7.6,292,,,,,,,,,,
12500000,35.268557,12281551,120,True Romance,7.5,749,,,,,,,,,,
6000000,49.802914,138530565,120,Platoon,7.5,1205,,,,,,,,,,
3900000,9.541688,28350000,120,A Man for All Seasons,7.5,89,,,,,,,,,,
11000000,21.204929,61619773,120,Woman in Gold,7.3,440,,,,,,,,,,
11000000,19.231507,64088552,120,My Cousin Vinny,7.3,384,,,,,,,,,,
4000000,11.414843,35564473,120,Bowling for Columbine,7.3,453,,,,,,,,,,
150000000,434.278564,378858340,120,Mad Max: Fury Road,7.2,9427,,,,,,,,,,
17000000,45.742254,213525736,120,"Crouching Tiger, Hidden Dragon",7.2,927,,,,,,,,,,
48000000,30.920075,50315140,120,K-PAX,7.1,695,,,,,,,,,,
44500000,62.01056,232324128,120,Argo,7.1,3423,,,,,,,,,,
40000000,69.27822,224920315,120,The Social Network,7.1,3391,,,,,,,,,,
5000000,19.807295,3099314,120,Take Shelter,7.1,471,,,,,,,,,,
65000000,44.815022,217764291,120,Collateral,7,1451,,,,,,,,,,
20000000,10.50098,17436509,120,Capitalism: A Love Story,7,167,,,,,,,,,,
2400000,4.623059,5731103,120,Get on the Bus,7,11,,,,,,,,,,
25000000,7.538513,15431177,120,The Greatest Game Ever Played,6.9,110,,,,,,,,,,
16500000,18.236284,37311672,120,Becoming Jane,6.9,317,,,,,,,,,,
15000000,6.857923,33771174,120,Where the Heart Is,6.9,155,,,,,,,,,,
13000000,10.573191,4857367,120,"Paris, je t'aime",6.8,207,,,,,,,,,,
9000000,3.951041,34573780,120,The Best Man,6.8,38,,,,,,,,,,
40000000,24.287306,120455994,120,Eight Below,6.7,542,,,,,,,,,,
38000000,16.801218,114156230,120,Water for Elephants,6.7,850,,,,,,,,,,
32000000,14.48851,36733909,120,Alive,6.7,374,,,,,,,,,,
14500000,41.493042,147298761,120,Romeo + Juliet,6.7,1374,,,,,,,,,,
12500000,13.349012,23367586,120,Antwone Fisher,6.7,137,,,,,,,,,,
8000000,13.661289,21028755,120,Creepshow,6.7,226,,,,,,,,,,
49000000,116.700319,104399548,120,Chappie,6.6,3062,,,,,,,,,,
110000000,44.635452,478207520,120,Mr. & Mrs. Smith,6.5,2965,,,,,,,,,,
85000000,58.57976,160388063,120,Hellboy II: The Golden Army,6.5,1527,,,,,,,,,,
65000000,15.858629,89456761,120,The Long Kiss Goodnight,6.5,314,,,,,,,,,,
45000000,43.815492,131183530,120,Blade,6.5,1905,,,,,,,,,,
18000000,10.1449,26527510,120,Mongol: The Rise of Genghis Khan,6.5,158,,,,,,,,,,
16000000,4.628525,11301649,120,Tidal Wave,6.5,48,,,,,,,,,,
15000000,9.476999,77000000,120,Shin Godzilla,6.5,143,,,,,,,,,,
8500000,9.452808,15861566,120,The Birth of a Nation,6.5,178,,,,,,,,,,
4000000,4.992475,41424067,120,Of Gods and Men,6.5,91,,,,,,,,,,
18500000,1.884558,6490401,120,The Young Messiah,6.4,30,,,,,,,,,,
5500000,15.015271,5483299,120,Wish I Was Here,6.4,300,,,,,,,,,,
18000000,81.487685,358991681,120,Home Alone 2: Lost in New York,6.3,2395,,,,,,,,,,
7200000,34.634181,116019547,120,Diamonds Are Forever,6.3,553,,,,,,,,,,
2000000,12.999023,5967038,120,Harsh Times,6.3,197,,,,,,,,,,
70000000,59.428223,161025640,120,Olympus Has Fallen,6.2,2981,,,,,,,,,,
27500000,12.741073,24748670,120,Rendition,6.2,205,,,,,,,,,,
24000000,35.244037,172363301,120,Scream 2,6.1,840,,,,,,,,,,
17000000,25.112567,3758328,120,Escobar: Paradise Lost,6.1,271,,,,,,,,,,
140000000,44.19092,183345589,120,The BFG,6,1000,,,,,,,,,,
130000000,90.33681,276572938,120,The Bourne Legacy,6,2651,,,,,,,,,,
68490000,4.72629,193677158,120,The Monkey King 2,6,24,,,,,,,,,,
50000000,16.167093,56714147,120,Murder by Numbers,6,268,,,,,,,,,,
25000000,10.699952,24902723,120,The 33,6,378,,,,,,,,,,
2627000,0.531444,5363000,120,A Guy Named Joe,6,8,,,,,,,,,,
75000000,34.070054,140464664,120,Deep Impact,5.9,855,,,,,,,,,,
5500000,5.033065,5000000,120,Miss Julie,5.9,45,,,,,,,,,,
21000000,5.815881,17600000,120,Swing Vote,5.8,65,,,,,,,,,,
110000000,22.643776,72178895,120,Around the World in 80 Days,5.7,672,,,,,,,,,,
60000000,15.205371,56359980,120,15 Minutes,5.7,191,,,,,,,,,,
2000000,0.031947,1672730,120,"The Book of Mormon Movie, Volume 1: The Journey",5,2,,,,,,,,,,
165000000,48.775723,389681935,120,Independence Day: Resurgence,4.9,2491,,,,,,,,,,
2000000,3.125382,563706,120,The Virginity Hit,4.6,19,,,,,,,,,,
20000000,73.567232,23875127,119,American History X,8.2,3016,,,,,,,,,,
19000000,18.174804,272742922,119,The Silence of the Lambs,8.1,4443,,,,,,,,,,
25000000,38.272889,76270454,119,The Untouchables,7.6,1384,,,,,,,,,,
1000000,72.19808,117235147,119,Rocky,7.5,1791,,,,,,,,,,
39000000,45.388937,38869464,119,Serenity,7.4,1264,,,,,,,,,,
18000000,89.811154,103215094,119,Birdman,7.4,4535,,,,,,,,,,
60000000,86.476817,214034224,119,The Bourne Identity,7.3,3583,,,,,,,,,,
1000000,0.280083,852206,119,Brigham City,7.3,4,,,,,,,,,,
50000000,25.237969,34808403,119,The Life Aquatic with Steve Zissou,7.1,775,,,,,,,,,,
40000000,26.072228,85412898,119,The Lincoln Lawyer,7,902,,,,,,,,,,
14000000,45.473484,463000000,119,Pretty Woman,7,1746,,,,,,,,,,
14000000,14.480628,34670720,119,Dangerous Liaisons,7,257,,,,,,,,,,
55000000,22.863516,89519773,119,Burlesque,6.9,573,,,,,,,,,,
24000000,22.258428,133000000,119,Star Trek IV: The Voyage Home,6.9,477,,,,,,,,,,
8500000,9.230073,4440055,119,Bright Star,6.8,107,,,,,,,,,,
35000000,20.360549,75225693,119,Revolutionary Road,6.7,796,,,,,,,,,,
13800000,17.3393,52293982,119,The Color of Money,6.7,291,,,,,,,,,,
11000000,27.65527,88489643,119,The Host,6.7,537,,,,,,,,,,
14000000,16.742972,320145693,119,Fatal Attraction,6.6,291,,,,,,,,,,
9000000,12.268143,25000000,119,Logan's Run,6.6,269,,,,,,,,,,
25000000,18.961323,92991835,119,Michael Clayton,6.5,501,,,,,,,,,,
23000000,57.110486,369884651,119,There's Something About Mary,6.5,1590,,,,,,,,,,
2000000,1.867004,9172000,119,Boom Town,6.5,8,,,,,,,,,,
45000000,17.746719,117615211,119,The Client,6.4,278,,,,,,,,,,
40000000,19.372805,65754228,119,Sweet November,6.4,278,,,,,,,,,,
8500000,8.775844,19125401,119,The Way of the Gun,6.4,100,,,,,,,,,,
105000000,27.835436,115772733,119,The Chronicles of Riddick,6.3,1570,,,,,,,,,,
65000000,28.540267,250821495,119,You've Got Mail,6.3,838,,,,,,,,,,
40000000,41.362082,144056873,119,The Beach,6.3,1233,,,,,,,,,,
25000000,17.17372,39053061,119,The Sisterhood of the Traveling Pants,6.3,386,,,,,,,,,,
110000000,103.718387,295238201,119,Insurgent,6.2,3829,,,,,,,,,,
38000000,46.630062,98337295,119,Riddick,6.2,2035,,,,,,,,,,
4000000,3.238466,355688,119,Another Happy Day,6.2,37,,,,,,,,,,
58000000,1.551497,44000000,119,The Internship,6.1,1658,,,,,,,,,,
32000000,14.733513,55157539,119,The Mothman Prophecies,6.1,305,,,,,,,,,,
110000000,42.887121,333011068,119,Tomorrow Never Dies,6,925,,,,,,,,,,
65000000,33.439187,133821816,119,Annie,6,466,,,,,,,,,,
50000000,38.125008,173649015,119,Anchorman 2: The Legend Continues,6,923,,,,,,,,,,
28000000,4.436792,8888143,119,"Mystery, Alaska",6,69,,,,,,,,,,
14000000,22.748174,13551174,119,Red Lights,6,376,,,,,,,,,,
175000000,41.796339,150962475,119,47 Ronin,5.9,1326,,,,,,,,,,
100000000,58.991388,103039258,119,Transcendence,5.9,2295,,,,,,,,,,
60000000,29.018826,96269812,119,Paycheck,5.9,581,,,,,,,,,,
50000000,13.298205,49718611,119,Raising Helen,5.9,189,,,,,,,,,,
2160000,0.1813,9132000,119,The Valley of Decision,5.8,4,,,,,,,,,,
98000000,7.029308,10017322,119,Cutthroat Island,5.7,136,,,,,,,,,,
100000000,51.188633,362211740,119,Planet of the Apes,5.6,1243,,,,,,,,,,
120000000,31.703608,227817248,119,The Green Hornet,5.5,1251,,,,,,,,,,
12000000,10.536092,23,119,In the Cut,4.6,89,,,,,,,,,,
19000000,90.809408,83258226,118,Pan's Labyrinth,7.6,3041,,,,,,,,,,
15000000,54.053576,414211549,118,The King's Speech,7.6,2752,,,,,,,,,,
11000000,33.282794,30000000,118,What's Eating Gilbert Grape,7.5,919,,,,,,,,,,
18500000,44.511363,10680275,118,Fear and Loathing in Las Vegas,7.2,1301,,,,,,,,,,
2000000,15.557144,11540607,118,Boys Don't Cry,7.2,353,,,,,,,,,,
1650000,6.915201,30500000,118,From Here to Eternity,7.2,133,,,,,,,,,,
40000000,45.769562,244527583,118,Back to the Future Part III,7.1,2900,,,,,,,,,,
28000000,66.976776,333000000,118,Indiana Jones and the Temple of Doom,7.1,2781,,,,,,,,,,
50000000,37.990705,142851197,118,"Crazy, Stupid, Love.",7,2443,,,,,,,,,,
31000000,19.258041,68106245,118,Frequency,7,462,,,,,,,,,,
82000000,24.444186,47434430,118,Man on the Moon,6.9,435,,,,,,,,,,
9000000,6.717994,41590886,118,Set It Off,6.9,66,,,,,,,,,,
46000000,41.322708,113714830,118,Insomnia,6.8,1148,,,,,,,,,,
2000000,5.381536,7800000,118,Gentleman's Agreement,6.8,47,,,,,,,,,,
1250000,7.70019,6000000,118,How Green Was My Valley,6.8,72,,,,,,,,,,
80000000,32.363538,157107755,118,The Book of Eli,6.6,2164,,,,,,,,,,
30000000,46.377628,47042000,118,Looper,6.6,4697,,,,,,,,,,
30000000,16.541791,27610873,118,Goal!: The Dream Begins,6.6,238,,,,,,,,,,
73000000,33.884459,151493655,118,The Bone Collector,6.5,826,,,,,,,,,,
35000000,16.782471,42064105,118,A Good Year,6.5,357,,,,,,,,,,
26000000,11.233081,28780255,118,Boiler Room,6.5,201,,,,,,,,,,
19000000,33.872182,141407024,118,Bad Boys,6.5,1699,,,,,,,,,,
15000000,6.373316,9237470,118,Dark Blue,6.5,85,,,,,,,,,,
4000000,22.987897,2365467,118,Joe,6.5,338,,,,,,,,,,
70000000,34.576913,368100420,118,Hitch,6.4,1665,,,,,,,,,,
38000000,14.779041,120000000,118,Star Trek: Generations,6.4,452,,,,,,,,,,
35000000,36.172182,321731527,118,Lethal Weapon 3,6.4,811,,,,,,,,,,
5000000,5.348446,7230000,118,Force 10 from Navarone,6.4,91,,,,,,,,,,
80000000,46.887983,178066569,118,Eagle Eye,6.3,1018,,,,,,,,,,
12500000,0.903529,3878993,118,The Perfect Game,6.3,30,,,,,,,,,,
20000000,4.748929,57588485,118,Drumline,6.2,116,,,,,,,,,,
90000000,52.995628,237202299,118,Gone in Sixty Seconds,6.1,1485,,,,,,,,,,
95000000,61.121717,226497209,118,Percy Jackson & the Olympians: The Lightning Thief,6,2010,,,,,,,,,,
60000000,22.736038,30800231,118,Winter's Tale,6,487,,,,,,,,,,
50000000,13.391833,60161391,118,The International,6,368,,,,,,,,,,
14000000,0.310513,439564,118,Sphinx,6,2,,,,,,,,,,
8000000,13.517017,10629321,118,The Boondock Saints II: All Saints Day,5.9,261,,,,,,,,,,
70000000,43.873266,154984035,118,The Monuments Men,5.8,1523,,,,,,,,,,
42000000,14.831402,35402320,118,Original Sin,5.8,198,,,,,,,,,,
37000000,4.131546,6482195,118,Switchback,5.8,52,,,,,,,,,,
56000000,21.219292,142044638,118,New Year's Eve,5.7,718,,,,,,,,,,
38000000,3.426555,17380126,118,Extreme Measures,5.7,80,,,,,,,,,,
35000000,28.670477,46216641,118,Parker,5.7,1455,,,,,,,,,,
175000000,32.852443,302469017,118,G.I. Joe: The Rise of Cobra,5.6,1962,,,,,,,,,,
88000000,40.138009,105316267,118,The Brothers Grimm,5.6,818,,,,,,,,,,
53000000,18.61472,95226116,118,Be Cool,5.4,292,,,,,,,,,,
55000000,8.802525,33828318,118,Stuck on You,5.1,188,,,,,,,,,,
14000000,11.543363,30749142,118,Exorcist II: The Heretic,4.5,133,,,,,,,,,,
44000000,7.89147,21400000,118,Battlefield Earth,3,255,,,,,,,,,,
6000000,66.11334,35401758,117,Room,8.1,2757,,,,,,,,,,
28000000,94.056131,33139618,117,Blade Runner,7.9,3509,,,,,,,,,,
11000000,94.184658,104931801,117,Alien,7.9,4470,,,,,,,,,,
5000000,59.454473,55198285,117,Dallas Buyers Club,7.9,2886,,,,,,,,,,
15000000,49.230089,46189568,117,The Big Lebowski,7.8,2926,,,,,,,,,,
55000000,80.581367,307077295,117,The Pursuit of Happyness,7.7,2525,,,,,,,,,,
8500000,89.095538,38697217,117,Nightcrawler,7.6,3395,,,,,,,,,,
80000000,49.078546,181001478,117,Road to Perdition,7.3,1077,,,,,,,,,,
26000000,33.93914,35926213,117,The Best of Me,7.2,765,,,,,,,,,,
28000000,45.054936,96188903,117,Kick-Ass,7.1,4645,,,,,,,,,,
130000000,120.09361,519311965,117,Ant-Man,7,5880,,,,,,,,,,
65000000,65.197968,422610419,117,300,7,4997,,,,,,,,,,
3000000,7.961559,20966644,117,A Room with a View,6.9,156,,,,,,,,,,
25000000,1.876811,20719451,117,,6.8,28,,,,,,,,,,
16000000,10.248439,77000000,117,Miracles from Heaven,6.7,186,,,,,,,,,,
120000000,82.643036,461983149,117,Cars,6.6,3877,,,,,,,,,,
40000000,44.120328,123494610,117,Blended,6.6,1006,,,,,,,,,,
6000000,29.834065,254700832,117,Four Weddings and a Funeral,6.6,632,,,,,,,,,,
50000000,31.160542,90450008,117,Hairspray,6.5,709,,,,,,,,,,
43000000,37.654688,158674180,117,The Heat,6.5,1575,,,,,,,,,,
21000000,14.518708,54926886,117,We Own the Night,6.5,323,,,,,,,,,,
21000000,8.982335,10011050,117,Moonlight Mile,6.5,52,,,,,,,,,,
9500000,28.675891,111584787,117,You Only Live Twice,6.5,531,,,,,,,,,,
80000000,16.411345,309492681,117,Ransom,6.4,470,,,,,,,,,,
25000000,48.552871,77278331,117,The Grey,6.4,1451,,,,,,,,,,
7000000,38.150787,1333124,117,The Neon Demon,6.4,887,,,,,,,,,,
80000000,37.02665,214918407,117,Just Go with It,6.3,1543,,,,,,,,,,
45000000,19.637704,178051587,117,Patriot Games,6.3,433,,,,,,,,,,
40000000,12.885985,46442528,117,Get Rich or Die Tryin',6.3,186,,,,,,,,,,
80000000,24.657931,74901339,117,Edge of Darkness,6.2,487,,,,,,,,,,
54000000,67.169587,155010032,117,Blade II,6.2,1528,,,,,,,,,,
46000000,12.971122,100860818,117,Courage Under Fire,6.2,232,,,,,,,,,,
25000000,3.849873,777423,117,Without Limits,6.2,19,,,,,,,,,,
16000000,13.832464,5867686,117,The Immigrant,6.2,250,,,,,,,,,,
60000000,21.605533,67312826,117,Star Trek: Nemesis,6.1,479,,,,,,,,,,
27000000,11.870301,44352417,117,The Sisterhood of the Traveling Pants 2,6,238,,,,,,,,,,
15000000,7.809701,20529194,117,Country Strong,5.9,80,,,,,,,,,,
80000000,34.052253,116643346,117,S.W.A.T.,5.8,770,,,,,,,,,,
27000000,9.904881,16519460,117,Krull,5.8,129,,,,,,,,,,
17000000,12.313143,6735922,117,Nine 1/2 Weeks,5.8,177,,,,,,,,,,
12000000,2.238646,21001563,117,Tea with Mussolini,5.8,32,,,,,,,,,,
3000000,3.937939,4109095,117,Kama Sutra - A Tale of Love,5.7,35,,,,,,,,,,
40000000,7.832337,30199105,117,The Art of War,5.6,135,,,,,,,,,,
95000000,56.811056,156505388,117,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,,,,,,,,,,
40000000,6.420434,70100000,117,Boomerang,5.4,134,,,,,,,,,,
25000000,35.022029,71009334,117,The Counselor,5,712,,,,,,,,,,
25000000,4.020194,5778353,117,Sheena,5,22,,,,,,,,,,
19000000,76.603233,381109762,116,Back to the Future,8,6079,,,,,,,,,,
33000000,50.7453,269958228,116,Gran Torino,7.8,3086,,,,,,,,,,
85000000,60.929352,450717150,116,Ocean's Eleven,7.2,3783,,,,,,,,,,
50000000,31.02233,36348784,116,The Boat That Rocked,7.2,666,,,,,,,,,,
25000000,31.019381,93617009,116,The Fighter,7.2,1486,,,,,,,,,,
22000000,13.960945,17709155,116,Joyeux No姣沴,7.2,212,,,,,,,,,,
75000000,48.744209,108145109,116,The Man from U.N.C.L.E.,7.1,2265,,,,,,,,,,
40600000,34.022209,90400000,116,Trading Places,7.1,738,,,,,,,,,,
3500000,10.219942,12600000,116,Frenzy,7.1,158,,,,,,,,,,
53000000,20.334629,157387195,116,Crimson Tide,7,498,,,,,,,,,,
36000000,27.465433,102244770,116,John Q,7,594,,,,,,,,,,
7000000,8.079046,14618727,116,Beyond the Lights,7,139,,,,,,,,,,
21000000,20.818567,177200000,116,Tootsie,6.9,421,,,,,,,,,,
8000000,6.39503,23563727,116,Hustle & Flow,6.9,99,,,,,,,,,,
4500000,5.224593,10400000,116,Moby Dick,6.9,89,,,,,,,,,,
30000000,49.526736,350448145,116,Speed,6.8,1783,,,,,,,,,,
16000000,29.253833,5900000,116,Highlander,6.8,624,,,,,,,,,,
200000000,81.834855,531865000,116,World War Z,6.7,5560,,,,,,,,,,
20000000,19.705311,24145613,116,Let Me In,6.7,641,,,,,,,,,,
18000000,13.916583,22309223,116,The Railway Man,6.7,273,,,,,,,,,,
15000000,11.429607,10903846,116,Black Snake Moan,6.6,243,,,,,,,,,,
5000000,14.779537,42365581,116,Time Bandits,6.6,249,,,,,,,,,,
22000000,29.230298,15400000,116,Out of the Furnace,6.5,720,,,,,,,,,,
8000000,5.069095,12671300,116,Bon Cop Bad Cop,6.5,42,,,,,,,,,,
6500000,16.574756,2401510,116,The East,6.5,305,,,,,,,,,,
25000000,5.073536,11772461,116,The Hoax,6.4,60,,,,,,,,,,
50000000,23.854701,177371441,116,How to Lose a Guy in 10 Days,6.3,850,,,,,,,,,,
26000000,66.097437,30523226,116,Self/less,6.3,1091,,,,,,,,,,
150000000,62.169881,335154643,116,Prince of Persia: The Sands of Time,6.2,2317,,,,,,,,,,
132000000,48.572726,591739379,116,War of the Worlds,6.2,2322,,,,,,,,,,
72500000,12.599836,162966177,116,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,,,,,,,,,,
26000000,38.473732,109449237,116,The 40 Year Old Virgin,6.2,1983,,,,,,,,,,
66000000,29.501489,57777106,116,Killer Elite,6.1,695,,,,,,,,,,
62000000,18.096884,127666415,116,U-571,6.1,340,,,,,,,,,,
60000000,18.345613,149705852,116,The General's Daughter,6.1,205,,,,,,,,,,
51000000,39.001682,149270999,116,"Me, Myself & Irene",6.1,927,,,,,,,,,,
70000000,20.089933,116672912,116,The Siege,6,352,,,,,,,,,,
5000000,2.732031,1980338,116,Zero Effect,6,55,,,,,,,,,,
68000000,20.913852,118063304,116,The Saint,5.9,302,,,,,,,,,,
