budget,popularity,revenue,runtime,title,vote_average,vote_count,,,,,,,,,,
175000000,27.082182,173000000,96,Evan Almighty,5.3,1151,,,,,,,,,,
55000000,12.669778,6416302,96,D-Tox,5.3,123,,,,,,,,,,
25000000,25.002715,72629670,96,The Transporter Refueled,5.2,559,,,,,,,,,,
15000000,17.672021,15608545,96,The Man with the Iron Fists,5.2,358,,,,,,,,,,
5000000,8.008844,11642254,96,Halloween 5: The Revenge of Michael Myers,5.2,183,,,,,,,,,,
35000000,16.830184,2106557,96,Stolen,5.1,344,,,,,,,,,,
21000000,10.207065,42000000,96,Teenage Mutant Ninja Turtles III,5.1,184,,,,,,,,,,
40000000,19.833664,87840042,96,Spawn,5,336,,,,,,,,,,
30000000,4.352422,15368897,96,Alex & Emma,5,68,,,,,,,,,,
7000000,6.872784,20256975,96,Action Jackson,4.9,50,,,,,,,,,,
2000000,1.95686,2506446,96,Full Frontal,4.8,26,,,,,,,,,,
40000000,13.210898,49627779,96,The Island of Dr. Moreau,4.6,147,,,,,,,,,,
3300000,2.964785,45000,96,The Opposite Sex,4.1,9,,,,,,,,,,
20000000,9.292987,10442808,96,Alone in the Dark,3.1,173,,,,,,,,,,
1800000,41.996783,9440272,95,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1442,,,,,,,,,,
50000000,34.890999,97437106,95,The Book of Life,7.3,755,,,,,,,,,,
2000000,37.117362,24600832,95,Mad Max 2: The Road Warrior,7.3,957,,,,,,,,,,
140000000,38.924136,109578115,95,Treasure Planet,7.2,948,,,,,,,,,,
7500000,45.610993,60722734,95,(500) Days of Summer,7.2,2904,,,,,,,,,,
69000000,113.858273,543513985,95,Despicable Me,7.1,6478,,,,,,,,,,
55000000,39.882276,259207227,95,Paddington,7,883,,,,,,,,,,
25000000,15.960916,17000000,95,Punch-Drunk Love,6.9,530,,,,,,,,,,
120000000,87.350802,363258859,95,A Bug's Life,6.8,2303,,,,,,,,,,
2500000,25.722747,6854611,95,The Spectacular Now,6.8,1048,,,,,,,,,,
145000000,56.747978,521170825,95,Kung Fu Panda 3,6.7,1603,,,,,,,,,,
130000000,68.757242,321887208,95,Megamind,6.7,1918,,,,,,,,,,
120000000,51.548589,186053725,95,Atlantis: The Lost Empire,6.7,1224,,,,,,,,,,
6500000,5.700333,4217115,95,Detroit Rock City,6.7,100,,,,,,,,,,
5000000,30.001024,3220371,95,Green Room,6.7,683,,,,,,,,,,
400000,23.603514,46118097,95,Napoleon Dynamite,6.7,554,,,,,,,,,,
50000000,57.673932,41037742,95,Dredd,6.6,1940,,,,,,,,,,
36000000,9.176339,50159144,95,Breakdown,6.6,198,,,,,,,,,,
58000000,13.43573,102854431,95,Just Like Heaven,6.5,579,,,,,,,,,,
30000000,73.987775,66486080,95,The Cabin in the Woods,6.5,2263,,,,,,,,,,
78000000,41.247402,248384621,95,Cloudy with a Chance of Meatballs 2,6.4,915,,,,,,,,,,
13000000,6.170139,7820688,95,Serial Mom,6.4,135,,,,,,,,,,
11000000,60.767168,235483004,95,American Pie,6.4,2296,,,,,,,,,,
11000000,11.227087,72778712,95,Jackass Number Two,6.4,298,,,,,,,,,,
90000000,21.436682,162839667,95,The Spiderwick Chronicles,6.3,572,,,,,,,,,,
65000000,43.865294,211780824,95,Due Date,6.2,1685,,,,,,,,,,
33000000,18.316151,310940086,95,Austin Powers: The Spy Who Shagged Me,6.2,1011,,,,,,,,,,
5000000,18.115566,368744044,95,My Big Fat Greek Wedding,6.2,671,,,,,,,,,,
3000000,24.393296,18999718,95,Beneath the Planet of the Apes,6.2,361,,,,,,,,,,
22000000,4.365196,13555988,95,The Little Vampire,6.1,77,,,,,,,,,,
19000000,25.28132,70067909,95,A Cinderella Story,6.1,713,,,,,,,,,,
17000000,43.675191,127730736,95,The Woman in Black,6.1,1206,,,,,,,,,,
15000000,3.043589,21000000,95,Flicka,6.1,52,,,,,,,,,,
4000000,18.422323,92921203,95,Flashdance,6.1,302,,,,,,,,,,
6000000,4.148253,2025238,95,Novocaine,6,44,,,,,,,,,,
500000,12.203041,171760,95,Kill List,6,210,,,,,,,,,,
75000000,10.54544,13596911,95,Osmosis Jones,5.9,228,,,,,,,,,,
50000000,6.22577,58900031,95,The Story of Us,5.9,75,,,,,,,,,,
56000000,35.4763,113006880,95,The Pacifier,5.8,842,,,,,,,,,,
20000000,35.232278,32204030,95,Lockout,5.8,715,,,,,,,,,,
14000000,5.102258,25482931,95,All About the Benjamins,5.8,48,,,,,,,,,,
4000000,27.662696,600896,95,The Signal,5.8,631,,,,,,,,,,
10000000,8.9876,103166989,95,She's All That,5.7,418,,,,,,,,,,
8000000,8.708229,6739141,95,Fortress,5.7,168,,,,,,,,,,
4000000,14.206525,36690067,95,Friday the 13th Part III,5.7,254,,,,,,,,,,
65000000,6.227675,240159255,95,Resident Evil: Retribution,5.6,1600,,,,,,,,,,
50000000,27.631262,40828540,95,Gamer,5.6,760,,,,,,,,,,
45000000,8.99269,56070433,95,Kicking & Screaming,5.6,176,,,,,,,,,,
17000000,5.787891,20455276,95,My Life in Ruins,5.6,101,,,,,,,,,,
12000000,10.19041,66351,95,Deadfall,5.6,224,,,,,,,,,,
63000000,16.791058,183953723,95,Hop,5.5,331,,,,,,,,,,
17000000,7.701041,16980098,95,Win a Date with Tad Hamilton!,5.5,160,,,,,,,,,,
6000000,5.696491,4398989,95,Simply Irresistible,5.5,52,,,,,,,,,,
54000000,20.28119,128769345,95,The Nutty Professor,5.4,702,,,,,,,,,,
40000000,15.283444,41863726,95,The Guilt Trip,5.4,284,,,,,,,,,,
2000000,15.351412,5364858,95,Diary of the Dead,5.4,190,,,,,,,,,,
25530000,4.475007,20080020,95,Flipper,5.3,84,,,,,,,,,,
19000000,8.584398,69631118,95,Without a Paddle,5.3,214,,,,,,,,,,
18000000,18.47518,101564935,95,Just Married,5.3,404,,,,,,,,,,
50000000,8.189406,9851610,95,Jade,5.2,44,,,,,,,,,,
32000000,13.590677,97918663,95,Are We There Yet?,5.2,221,,,,,,,,,,
5000000,20.326337,142817992,95,Paranormal Activity 4,5.2,563,,,,,,,,,,
4000000,40.016306,187112,95,Maggie,5.2,593,,,,,,,,,,
45000000,4.340616,124914842,95,"Legally Blonde 2: Red, White & Blonde",5.1,377,,,,,,,,,,
11000000,7.063053,23430766,95,Tomcats,4.9,74,,,,,,,,,,
10000000,19.865989,40055439,95,The Forest,4.8,448,,,,,,,,,,
57000000,48.622278,149217355,95,Ghost Rider: Spirit of Vengeance,4.7,1135,,,,,,,,,,
36000000,1.068453,3003296,95,Isn't She Great,4.6,14,,,,,,,,,,
100000000,12.092241,7103973,95,The Adventures of Pluto Nash,4.4,142,,,,,,,,,,
57000000,9.27875,28283637,95,Thunderbirds,4.2,91,,,,,,,,,,
5800000,3.201886,7000000,95,Crossover,4.2,10,,,,,,,,,,
30000000,11.916389,51376861,95,Mortal Kombat: Annihilation,3.8,221,,,,,,,,,,
25000000,7.008216,2405420,95,BloodRayne,3.5,118,,,,,,,,,,
5500000,2.141143,4865000,95,Galaxina,3.3,16,,,,,,,,,,
175000000,128.655964,857611174,94,Inside Out,8,6560,,,,,,,,,,
12500000,34.821223,20416563,94,The Boy in the Striped Pyjamas,7.7,1451,,,,,,,,,,
16000000,41.083914,68263166,94,Moonrise Kingdom,7.6,1662,,,,,,,,,,
53000000,45.565918,139804348,94,Anastasia,7.4,1432,,,,,,,,,,
30000000,43.753585,151119219,94,Midnight in Paris,7.4,1990,,,,,,,,,,
800000,5.292536,62852,94,The Mudge Boy,7.3,23,,,,,,,,,,
4000000,29.852608,13008928,94,They Live,7.1,550,,,,,,,,,,
18000000,52.464877,35692920,94,127 Hours,7,2606,,,,,,,,,,
3000000,2.504169,9879971,94,Tsotsi,6.9,94,,,,,,,,,,
1000000,22.583834,14564027,94,Hellraiser,6.9,449,,,,,,,,,,
135000000,63.473086,368871007,94,Home,6.8,1519,,,,,,,,,,
6000000,16.139771,2122561,94,Mallrats,6.8,392,,,,,,,,,,
200000,13.971674,4505922,94,Swingers,6.8,253,,,,,,,,,,
26000000,29.342744,90574188,94,Anchorman: The Legend of Ron Burgundy,6.7,1493,,,,,,,,,,
25000000,12.113235,38748395,94,Little Shop of Horrors,6.6,384,,,,,,,,,,
13000000,34.532418,68572378,94,The Call,6.6,1257,,,,,,,,,,
6000000,6.27257,2944752,94,Shattered Glass,6.6,111,,,,,,,,,,
1987650,32.841229,19152480,94,Buried,6.6,827,,,,,,,,,,
90000000,69.457898,886686817,94,Ice Age: Dawn of the Dinosaurs,6.5,2271,,,,,,,,,,
20000000,21.815122,121697323,94,Wayne's World,6.5,728,,,,,,,,,,
16500000,36.15716,67683989,94,Austin Powers: International Man of Mystery,6.5,1013,,,,,,,,,,
3400000,5.690619,31063038,94,High Anxiety,6.5,84,,,,,,,,,,
25000000,53.811461,66980456,94,The Giver,6.4,1798,,,,,,,,,,
20000000,20.99174,117224271,94,Jackass 3D,6.4,428,,,,,,,,,,
75000000,14.44381,36754634,94,Titan A.E.,6.3,313,,,,,,,,,,
30000000,31.92695,40346186,94,Safe,6.3,799,,,,,,,,,,
5000000,4.149628,5476060,94,Made,6.3,55,,,,,,,,,,
1000000,3.424158,1744858,94,The Broken Hearts Club: A Romantic Comedy,6.3,25,,,,,,,,,,
3000000,10.230583,18637690,94,Waiting...,6.2,237,,,,,,,,,,
500000,26.406001,4242978,94,Monsters,6.2,587,,,,,,,,,,
65000000,24.857079,44091067,94,Astro Boy,6.1,409,,,,,,,,,,
45000000,29.880122,129394835,94,Resident Evil: Apocalypse,6.1,1267,,,,,,,,,,
45000000,12.06538,148412065,94,Resident Evil: Extinction,6.1,1292,,,,,,,,,,
25000000,24.459948,56422687,94,Cellular,6.1,537,,,,,,,,,,
8000000,37.821106,26049082,94,That Awkward Moment,6.1,1004,,,,,,,,,,
4000000,12.891276,125728258,94,Porky's,6.1,183,,,,,,,,,,
175000000,36.167578,381509870,94,Monsters vs Aliens,6,1423,,,,,,,,,,
86000000,27.097932,107944236,94,Arthur and the Invisibles,6,639,,,,,,,,,,
55000000,8.634954,34234008,94,The Hunted,6,189,,,,,,,,,,
22000000,13.410919,77112176,94,Diary of a Wimpy Kid: Dog Days,6,223,,,,,,,,,,
18000000,18.492655,62646763,94,Honey,6,303,,,,,,,,,,
15000000,18.268009,20566327,94,Keanu,6,421,,,,,,,,,,
5000000,38.94708,98450062,94,The Visit,6,1360,,,,,,,,,,
63000000,40.137264,296655431,94,Austin Powers in Goldmember,5.9,979,,,,,,,,,,
79000000,40.723459,355692760,94,Journey 2: The Mysterious Island,5.8,1030,,,,,,,,,,
60000000,18.831023,129181830,94,Cheaper by the Dozen 2,5.7,526,,,,,,,,,,
55000000,32.835777,187361754,94,Mr. Popper's Penguins,5.7,751,,,,,,,,,,
35000000,6.727949,13678913,94,American Outlaws,5.7,55,,,,,,,,,,
18000000,9.633711,25312387,94,And So It Goes,5.7,164,,,,,,,,,,
17000000,11.927667,55534455,94,The Lizzie McGuire Movie,5.7,280,,,,,,,,,,
13000000,4.742537,27500000,94,Dick,5.7,67,,,,,,,,,,
4800000,38.83192,80578934,94,Hostel,5.7,887,,,,,,,,,,
25000000,15.26213,79817939,94,The Golden Child,5.6,304,,,,,,,,,,
12000000,16.183746,22939027,94,Young Adult,5.6,364,,,,,,,,,,
69000000,38.634767,112265139,94,Abraham Lincoln: Vampire Hunter,5.5,1269,,,,,,,,,,
28000000,14.639324,45236543,94,The Spy Next Door,5.5,345,,,,,,,,,,
18000000,16.027955,88923251,94,My Big Fat Greek Wedding 2,5.5,322,,,,,,,,,,
16000000,9.119797,20627372,94,Boys and Girls,5.4,103,,,,,,,,,,
65000000,6.80692,36850101,94,My Favorite Martian,5.1,80,,,,,,,,,,
40000000,3.415534,36037909,94,Hanging Up,5,40,,,,,,,,,,
38000000,41.258487,107597242,94,Paul Blart: Mall Cop 2,5,567,,,,,,,,,,
20000000,23.292761,52302796,94,Silent Hill: Revelation 3D,5,432,,,,,,,,,,
15000000,8.074807,9902115,94,Whatever It Takes,5,37,,,,,,,,,,
5000000,62.554173,31724284,94,Spring Breakers,5,1551,,,,,,,,,,
3000000,0.019984,6804016,94,Woman Thou Art Loosed,5,3,,,,,,,,,,
40000000,39.381913,41797066,94,Aliens vs Predator: Requiem,4.9,740,,,,,,,,,,
26000000,5.894163,38793283,94,Clockstoppers,4.9,89,,,,,,,,,,
7000000,7.034618,6230276,94,College,4.8,48,,,,,,,,,,
20000000,7.034752,8586376,94,Boat Trip,4.7,146,,,,,,,,,,
13000000,11.045593,37664855,94,Halloween: Resurrection,4.5,228,,,,,,,,,,
300000,0.374291,40542,94,"First Love, Last Rites",3,1,,,,,,,,,,
4000000,63.513324,16491080,93,Trainspotting,7.8,2655,,,,,,,,,,
4000000,35.892034,38251425,93,Annie Hall,7.8,1010,,,,,,,,,,
16000000,43.217089,47801389,93,Hachi: A Dog's Tale,7.7,1717,,,,,,,,,,
9000000,18.289303,17096053,93,Rushmore,7.5,676,,,,,,,,,,
25000000,80.879032,226830568,93,Taken,7.2,4369,,,,,,,,,,
15000000,63.071046,125212904,93,First Blood,7.2,1488,,,,,,,,,,
2600000,22.793929,119500000,93,Blazing Saddles,7.2,609,,,,,,,,,,
32000000,59.19888,147332697,93,Source Code,7.1,2699,,,,,,,,,,
500000,0.109579,845188,93,Sholem Aleichem: Laughing In The Darkness,7,2,,,,,,,,,,
7000000,17.717681,54600000,93,"Good Night, and Good Luck.",6.8,273,,,,,,,,,,
1800000,12.471239,21107746,93,Beasts of the Southern Wild,6.8,403,,,,,,,,,,
185000000,125.114374,538983207,93,Brave,6.7,4641,,,,,,,,,,
150000000,47.320801,919838758,93,Shrek 2,6.7,2988,,,,,,,,,,
18000000,7.871686,7972967,93,Metallica: Through the Never,6.7,83,,,,,,,,,,
7000000,0.253595,1100000,93,Roadside Romeo,6.7,3,,,,,,,,,,
175000000,51.692953,331926147,93,The Good Dinosaur,6.6,1736,,,,,,,,,,
3000000,1.781462,103735,93,Freakonomics,6.6,36,,,,,,,,,,
1500000,4.680206,32000,93,Pontypool,6.6,183,,,,,,,,,,
400000,33.142185,100000000,93,Mad Max,6.6,1213,,,,,,,,,,
25000000,25.848003,20796847,93,EuroTrip,6.5,656,,,,,,,,,,
12000000,8.410688,32726956,93,Katy Perry: Part of Me,6.5,85,,,,,,,,,,
145000000,44.989192,746921274,93,Madagascar 3: Europe's Most Wanted,6.4,1808,,,,,,,,,,
40000000,44.094856,51070807,93,The Mechanic,6.3,1045,,,,,,,,,,
12000000,11.510281,31155435,93,How High,6.3,218,,,,,,,,,,
500000,8.650779,150277,93,May,6.3,152,,,,,,,,,,
12000,4.553644,6000000,93,Pink Flamingos,6.2,110,,,,,,,,,,
65000000,16.865782,117758500,93,Blue Streak,6.1,352,,,,,,,,,,
34200000,34.86859,234801895,93,Big Daddy,6.1,875,,,,,,,,,,
8000000,9.799177,16856124,93,The Good Girl,6.1,181,,,,,,,,,,
5000000,26.510558,40100000,93,"As Above, So Below",6.1,766,,,,,,,,,,
165000000,44.041186,752600867,93,Shrek Forever After,6,1959,,,,,,,,,,
160000000,42.986467,798958165,93,Shrek the Third,6,2278,,,,,,,,,,
15000000,15.262492,46770602,93,Land of the Dead,6,381,,,,,,,,,,
24000000,20.69219,68729358,93,The Men Who Stare at Goats,5.9,742,,,,,,,,,,
16000000,14.759948,119754278,93,Road Trip,5.9,542,,,,,,,,,,
16000000,9.18885,68411275,93,Pok鑼卪on: Spell of the Unknown,5.9,137,,,,,,,,,,
10000000,29.244768,139352633,93,Saw IV,5.9,903,,,,,,,,,,
2700000,10.47644,3500000,93,The Wraith,5.9,108,,,,,,,,,,
28,9.670031,14,93,The 51st State,5.9,173,,,,,,,,,,
74000000,36.952268,311594032,93,The SpongeBob Movie: Sponge Out of Water,5.8,719,,,,,,,,,,
60000000,16.493576,50877145,93,The Tale of Despereaux,5.8,258,,,,,,,,,,
45000000,53.090422,101702060,93,Journey to the Center of the Earth,5.8,1309,,,,,,,,,,
35000000,20.27704,10496317,93,Bandidas,5.8,307,,,,,,,,,,
25000000,31.64341,117719158,93,Final Destination 3,5.8,974,,,,,,,,,,
17500000,7.180403,7018189,93,Black Nativity,5.8,16,,,,,,,,,,
15000000,12.185204,20380,93,The Good Night,5.7,41,,,,,,,,,,
13000000,35.522027,48065672,93,21 & Over,5.7,737,,,,,,,,,,
48000000,19.348007,90383208,93,Bedazzled,5.6,512,,,,,,,,,,
23000000,26.257951,33372606,93,Haywire,5.6,505,,,,,,,,,,
19000000,0.068228,2119994,93,The Nutcracker,5.6,5,,,,,,,,,,
10200000,20.745052,35619521,93,Hostel: Part II,5.6,453,,,,,,,,,,
8900000,15.079993,4100000,93,Heist,5.6,318,,,,,,,,,,
19000000,13.664614,40846082,93,House on Haunted Hill,5.5,209,,,,,,,,,,
15500000,6.630856,1237615,93,Slow Burn,5.5,16,,,,,,,,,,
1700000,13.315383,8844595,93,Battle for the Planet of the Apes,5.5,215,,,,,,,,,,
90000000,19.224754,102000000,93,The Stepford Wives,5.4,334,,,,,,,,,,
62000000,29.954302,52304001,93,鑴漮n Flux,5.4,703,,,,,,,,,,
80000000,11.50396,177977226,93,Flubber,5.3,695,,,,,,,,,,
7000000,2.453459,10229331,93,The Wash,5.3,26,,,,,,,,,,
40000000,16.282962,23937870,93,Stormbreaker,5.1,213,,,,,,,,,,
40000000,2.911819,10959475,93,Extreme Ops,5,28,,,,,,,,,,
15000000,2.609057,76382,93,Silent Trigger,5,22,,,,,,,,,,
14000000,16.618874,12314651,93,Hot Tub Time Machine 2,5,354,,,,,,,,,,
20000000,15.131867,16863583,93,The Cold Light of Day,4.8,271,,,,,,,,,,
15000000,3.033471,10443316,93,Home Fries,4.8,32,,,,,,,,,,
25000000,6.889437,100000000,93,Spice World,4.7,123,,,,,,,,,,
12000000,6.703319,61141030,93,Crossroads,4.7,158,,,,,,,,,,
18000000,21.638673,266586800,93,The Prince,4.6,218,,,,,,,,,,
75000000,8.098369,5409517,93,Monkeybone,4.3,78,,,,,,,,,,
38000000,6.760922,5410749,93,Virgin Territory,4.3,75,,,,,,,,,,
24000000,2.353441,4562146,93,Meet the Deedles,4.1,19,,,,,,,,,,
2000000,0.11615,7,92,Dreaming of Joseph Lees,8,1,,,,,,,,,,
64000000,35.384423,97571250,92,The Little Prince,7.6,756,,,,,,,,,,
115000000,106.815545,562816256,92,"Monsters, Inc.",7.5,5996,,,,,,,,,,
27000,19.748658,3151130,92,Clerks,7.4,755,,,,,,,,,,
90000000,73.575118,497366869,92,Toy Story 2,7.3,3806,,,,,,,,,,
1000000,5.323184,1678874,92,Who Killed the Electric Car?,7.2,59,,,,,,,,,,
15000000,58.553213,73326666,92,Beetlejuice,7.1,1444,,,,,,,,,,
6500000,29.01153,24793509,92,Thank You for Smoking,7.1,664,,,,,,,,,,
2500000,5.164423,3200000,92,Point Blank,7.1,95,,,,,,,,,,
2600000,19.02965,553198,92,Timecrimes,7,308,,,,,,,,,,
15000000,12.576381,49469904,92,Notes on a Scandal,6.9,235,,,,,,,,,,
230000,18.450613,2260712,92,Bronson,6.9,733,,,,,,,,,,
15000000,21.857387,35097815,92,Whatever Works,6.8,350,,,,,,,,,,
2000000,3.980072,653621,92,Inside Deep Throat,6.8,31,,,,,,,,,,
100000,25.402697,1776935,92,Another Earth,6.8,527,,,,,,,,,,
145000000,38.73494,272912430,92,Mr. Peabody & Sherman,6.7,843,,,,,,,,,,
8000000,45.395839,74952305,92,Easy A,6.7,2210,,,,,,,,,,
1500000,11.35344,2300000,92,Repo Man,6.7,144,,,,,,,,,,
1250000,9.903992,8500000,92,Niagara,6.7,79,,,,,,,,,,
1000000,0.672695,464000,92,Blue Car,6.7,13,,,,,,,,,,
21000000,34.433521,43928932,92,The Transporter,6.6,1692,,,,,,,,,,
8000000,5.93923,8279017,92,Shadow of the Vampire,6.6,148,,,,,,,,,,
1500000,17.49699,11806119,92,Bloodsport,6.6,363,,,,,,,,,,
132000000,84.366984,373552094,92,Penguins of Madagascar,6.5,1346,,,,,,,,,,
12000000,26.598884,41205099,92,Happy Gilmore,6.5,755,,,,,,,,,,
11000000,14.282314,31672907,92,History of the World: Part I,6.5,204,,,,,,,,,,
30000000,8.386432,35078241,92,Miss Potter,6.3,141,,,,,,,,,,
7000000,5.500324,14702438,92,Flirting with Disaster,6.3,66,,,,,,,,,,
4000000,42.187986,152925093,92,Saw II,6.3,1251,,,,,,,,,,
3500000,50.319662,40423945,92,The Witch,6.3,1434,,,,,,,,,,
150000000,56.758411,624029371,92,Hancock,6.2,2961,,,,,,,,,,
70000000,64.457947,215529201,92,Dracula Untold,6.2,2389,,,,,,,,,,
35000000,51.927471,91353501,92,Underworld: Rise of the Lycans,6.2,1428,,,,,,,,,,
22000000,48.784734,15447154,92,Before I Go to Sleep,6.2,659,,,,,,,,,,
20000000,41.156217,167722310,92,DodgeBall: A True Underdog Story,6.2,981,,,,,,,,,,
52000000,27.916284,52826594,92,From Paris with Love,6.1,675,,,,,,,,,,
25000000,8.583217,4152230,92,Idle Hands,6.1,182,,,,,,,,,,
35000000,9.789027,63215872,92,Lions for Lambs,6,216,,,,,,,,,,
15000000,27.165222,151831537,92,Bad Grandpa,6,680,,,,,,,,,,
3000000,11.637458,3830137,92,Choke,6,127,,,,,,,,,,
47000000,38.555482,157887643,92,Final Destination 5,5.9,866,,,,,,,,,,
15000000,21.095489,75700498,92,Diary of a Wimpy Kid,5.9,355,,,,,,,,,,
15000000,8.113634,12000000,92,Knockaround Guys,5.9,97,,,,,,,,,,
10800000,32.943848,113857533,92,Saw V,5.9,820,,,,,,,,,,
5000000,35.108498,38275483,92,National Lampoon閳ユ獨 Van Wilder,5.9,858,,,,,,,,,,
3500000,10.729884,14000000,92,Creepshow 2,5.9,129,,,,,,,,,,
14000000,21.680424,85446075,92,The Possession,5.8,498,,,,,,,,,,
10000000,35.695442,183474602,92,The Grudge,5.8,865,,,,,,,,,,
93000000,1.859364,368780809,92,Jurassic Park III,5.7,2077,,,,,,,,,,
8000000,14.652342,10848783,92,Extract,5.7,192,,,,,,,,,,
60000000,18.106021,164433867,92,Daddy Day Care,5.6,506,,,,,,,,,,
32000000,14.642055,80197993,92,Nacho Libre,5.6,359,,,,,,,,,,
4361898,2.080741,3031801,92,Mambo Italiano,5.6,28,,,,,,,,,,
60000000,47.336034,361366633,92,Alvin and the Chipmunks,5.5,1177,,,,,,,,,,
130000000,60.810723,289047763,92,Fantastic 4: Rise of the Silver Surfer,5.4,2589,,,,,,,,,,
20000000,28.497242,216197492,92,Bad Teacher,5.4,1584,,,,,,,,,,
60000000,37.537093,165333180,92,The Scorpion King,5.3,779,,,,,,,,,,
20000000,26.497025,47241945,92,Texas Chainsaw 3D,5.3,465,,,,,,,,,,
90000000,11.356079,69131860,92,Babe: Pig in the City,5.2,305,,,,,,,,,,
55000000,22.503935,9489829,92,Bullet to the Head,5.2,481,,,,,,,,,,
2200000,12.639469,21930418,92,Friday the 13th: A New Beginning,5.1,196,,,,,,,,,,
65000000,31.324734,71154592,92,"I, Frankenstein",5,687,,,,,,,,,,
20000000,7.679336,22165608,92,The Marine,5,163,,,,,,,,,,
30000000,14.585968,54819301,92,The Three Stooges,4.9,140,,,,,,,,,,
18000000,4.492859,16702864,92,Catch That Kid,4.9,76,,,,,,,,,,
21150000,6.081772,39438674,92,Crocodile Dundee in Los Angeles,4.7,146,,,,,,,,,,
35000000,13.668633,39340177,92,Furry Vengeance,4.6,149,,,,,,,,,,
50000000,12.31101,69425966,92,The Adventures of Sharkboy and Lavagirl,4.4,269,,,,,,,,,,
20000000,14.947588,21164799,92,Fifty Shades of Black,4.3,331,,,,,,,,,,
400000,64.782984,5028948,91,Monty Python and the Holy Grail,7.8,1708,,,,,,,,,,
218,1.063439,1162014,91,Tarnation,7.5,22,,,,Howl's Moving Castle,8.2,1991,,,,
300000,30.301307,70000000,91,Halloween,7.4,1035,,,,,,,,,,
160000,3.284903,6706368,91,Roger & Me,7.4,90,,,,,,,,,,
105000000,110.153618,716392705,91,Gravity,7.3,5751,,,,,,,,,,
4000000,14.961629,14237000,91,The Return of the Living Dead,7.3,267,,,,,,,,,,
1800000,38.204158,25504513,91,A Nightmare on Elm Street,7.2,1180,,,,,,,,,,
3500000,25.5748,28215918,91,Friday,7,503,,,,,,,,,,
10000000,13.455373,33697647,91,The Outsiders,6.9,291,,,,,,,,,,
5000000,10.095184,5129058,91,Rabbit Hole,6.9,165,,,,,,,,,,
100000000,46.727941,100138851,91,The Hunchback of Notre Dame,6.8,1129,,,,,,,,,,
85000000,56.257411,358375603,91,Hotel Transylvania,6.8,2566,,,,,,,,,,
7000000,11.700578,560069,91,Bottle Rocket,6.8,281,,,,,,,,,,
3500000,17.002623,257850122,91,The Full Monty,6.8,363,,,,,,,,,,
1500000,13.291991,7412216,91,Kids,6.8,279,,,,,,,,,,
150000000,51.247321,665692281,91,Kung Fu Panda 2,6.7,1880,,,,,,,,,,
24000000,24.70166,87055349,91,Old School,6.6,541,,,,,,,,,,
8000000,5.244518,426224,91,Fido,6.6,135,,,,,,,,,,
6000000,4.053017,18750246,91,A Mighty Wind,6.6,74,,,,,,,,,,
80000000,85.115058,660940780,91,Ice Age: The Meltdown,6.5,2951,,,,,,,,,,
23000000,26.58873,76488889,91,Bad Santa,6.5,656,,,,,,,,,,
7500000,17.318839,32392047,91,Rumble in the Bronx,6.5,240,,,,,,,,,,
74000000,875.581305,1156730962,91,Minions,6.4,4571,,,,,,,,,,
17000000,33.912116,97542952,91,Evil Dead,6.4,1723,,,,,,,,,,
1000000,6.532855,17985893,91,The Howling,6.4,161,,,,,,,,,,
75000000,36.368839,140175006,91,Monster House,6.3,874,,,,,,,,,,
21000000,13.847872,970816,91,The Beaver,6.3,276,,,,,,,,,,
250000,1.45917,4186931,91,Lovely & Amazing,6.3,23,,,,,,,,,,
35000000,17.709888,31083599,91,Premium Rush,6.2,832,,,,,,,,,,
140000000,22.57178,258022233,91,Rush Hour 3,6.1,783,,,,,,,,,,
45000000,49.353524,376141306,91,Taken 2,6.1,2757,,,,,,,,,,
13000000,6.425528,27007143,91,The Big Hit,6.1,109,,,,,,,,,,
2600000,8.001156,2850263,91,Airborne,6.1,20,,,,,,,,,,
800000,11.205726,1984662,91,Dead Snow,6.1,311,,,,,,,,,,
75000000,29.558157,260696994,91,Robots,6,1333,,,,,,,,,,
40000000,13.119133,22044277,91,A Thousand Words,6,373,,,,,,,,,,
12000000,7.558959,37170057,91,Raising Cain,5.9,65,,,,,,,,,,
2600000,14.013414,32980880,91,Friday the 13th: The Final Chapter,5.9,237,,,,,,,,,,
8000000,4.482714,22593409,91,Drive Me Crazy,5.8,62,,,,,,,,,,
2000000,1.892183,124494,91,Six-String Samurai,5.8,36,,,,,,,,,,
150000000,29.332905,287594577,91,Bee Movie,5.7,1171,,,,,,,,,,
55000000,14.414937,110000000,91,Free Birds,5.7,254,,,,,,,,,,
3000000,22.789649,177512032,91,Paranormal Activity 2,5.7,722,,,,,,,,,,
70000000,23.661071,104945765,91,Planet 51,5.6,556,,,,,,,,,,
35000000,50.179171,108758521,91,Neighbors 2: Sorority Rising,5.6,1462,,,,,,,,,,
30000000,22.975918,62616646,91,Runner Runner,5.5,543,,,,,,,,,,
29000000,20.55509,78636257,91,The Boss,5.5,431,,,,,,,,,,
17700000,15.976335,30987695,91,Joe Dirt,5.5,242,,,,,,,,,,
40000000,19.438503,36893721,91,One for the Money,5.3,388,,,,,,,,,,
35000000,27.724913,68349884,91,Ghost Ship,5.3,531,,,,,,,,,,
16000000,11.807269,40492759,91,The Roommate,5.3,224,,,,,,,,,,
